questions,answer,grouped_answers
"BODY, FACE, BROOD, OPPOSE, HATCH, LITTER, STEW, CHALLENGE, BRIDGE, JUMBLE, CLUTCH, NECK, CONFRONT, MEDLEY, FRET, HASH","[['HASH', 'JUMBLE', 'MEDLEY', 'STEW'], ['CHALLENGE', 'CONFRONT', 'FACE', 'OPPOSE'], ['BROOD', 'CLUTCH', 'HATCH', 'LITTER'], ['BODY', 'BRIDGE', 'FRET', 'NECK']]","MISHMASH - ['HASH', 'JUMBLE', 'MEDLEY', 'STEW']
GO UP AGAINST - ['CHALLENGE', 'CONFRONT', 'FACE', 'OPPOSE']
GROUP OF OFFSPRING - ['BROOD', 'CLUTCH', 'HATCH', 'LITTER']
GUITAR PARTS - ['BODY', 'BRIDGE', 'FRET', 'NECK']"
"SECOND, BEAK, FEATHER, WING, HOT, BELLY, BAMBOO, SNOOZE, TALON, WINK, PANIC, HEARTBEAT, DRAGON, WIND, FLASH, SEASON","[['BEAK', 'FEATHER', 'TALON', 'WING'], ['FLASH', 'HEARTBEAT', 'SECOND', 'WINK'], ['BAMBOO', 'DRAGON', 'SEASON', 'WIND'], ['BELLY', 'HOT', 'PANIC', 'SNOOZE']]","BIRD FEATURES - ['BEAK', 'FEATHER', 'TALON', 'WING']
BLINK OF AN EYE - ['FLASH', 'HEARTBEAT', 'SECOND', 'WINK']
MAHJONG TILES - ['BAMBOO', 'DRAGON', 'SEASON', 'WIND']
___ BUTTON - ['BELLY', 'HOT', 'PANIC', 'SNOOZE']"
"DAISY, FARMER, CARPENTER, WAN, YELLOW, TRACTOR, CHICKEN, ROSE, TULIP, BARN, SPORTS, LIFE, DUST, VIOLET, CRAVEN, ASTER","[['DAISY', 'ROSE', 'TULIP', 'VIOLET'], ['BARN', 'CHICKEN', 'FARMER', 'TRACTOR'], ['ASTER', 'CARPENTER', 'CRAVEN', 'WAN'], ['DUST', 'LIFE', 'SPORTS', 'YELLOW']]","FLOWERS - ['DAISY', 'ROSE', 'TULIP', 'VIOLET']
SEEN ON A FARM - ['BARN', 'CHICKEN', 'FARMER', 'TRACTOR']
HORROR DIRECTORS - ['ASTER', 'CARPENTER', 'CRAVEN', 'WAN']
___ JACKET - ['DUST', 'LIFE', 'SPORTS', 'YELLOW']"
"SHARE, FOLLOW, UM, LIKE, SEW, SCRUBS, ERM, DARN, SUBSCRIBE, UH, WELL, RATCHED, HOUSE, HEM, ER, SEAM","[['FOLLOW', 'LIKE', 'SHARE', 'SUBSCRIBE'], ['DARN', 'HEM', 'SEAM', 'SEW'], ['ER', 'HOUSE', 'RATCHED', 'SCRUBS'], ['ERM', 'UH', 'UM', 'WELL']]","SOCIAL MEDIA ACTIONS - ['FOLLOW', 'LIKE', 'SHARE', 'SUBSCRIBE']
USE A NEEDLE AND THREAD - ['DARN', 'HEM', 'SEAM', 'SEW']
SHOWS SET IN HOSPITALS - ['ER', 'HOUSE', 'RATCHED', 'SCRUBS']
EXPRESSIONS OF HESITATION - ['ERM', 'UH', 'UM', 'WELL']"
"VALLEY, NEWS, BURN, LIGHT, REACTOR, TORCH, KINDLE, APPLE, DATA, COMPUTER, INFO, GLEN, INTEL, DELL, HOLLOW, PLANET","[['BURN', 'KINDLE', 'LIGHT', 'TORCH'], ['DATA', 'INFO', 'INTEL', 'NEWS'], ['DELL', 'GLEN', 'HOLLOW', 'VALLEY'], ['APPLE', 'COMPUTER', 'PLANET', 'REACTOR']]","IGNITE - ['BURN', 'KINDLE', 'LIGHT', 'TORCH']
INFORMATION - ['DATA', 'INFO', 'INTEL', 'NEWS']
SMALL WOODED AREA - ['DELL', 'GLEN', 'HOLLOW', 'VALLEY']
THINGS WITH CORES - ['APPLE', 'COMPUTER', 'PLANET', 'REACTOR']"
"STILL, HOWEVER, ARE, FLUSH, FAMILY, JELLY, YET, YOU, WHY, TUT, HEAR, KNOCK, THERE, WE, SEE, THOUGH","[['HOWEVER', 'STILL', 'THOUGH', 'YET'], ['HEAR', 'KNOCK', 'THERE', 'TUT'], ['ARE', 'SEE', 'WHY', 'YOU'], ['FAMILY', 'FLUSH', 'JELLY', 'WE']]","NEVERTHELESS - ['HOWEVER', 'STILL', 'THOUGH', 'YET']
REPEATED WORDS IN EXPRESSIONS - ['HEAR', 'KNOCK', 'THERE', 'TUT']
WORDS ABBREVIATED WITH LETTERS - ['ARE', 'SEE', 'WHY', 'YOU']
ROYAL ___ - ['FAMILY', 'FLUSH', 'JELLY', 'WE']"
"HOSE, STRAW, DRILL, BIKE, CIGARETTE, KNIFE, STUDY, TICKET, TUBE, PIPE, SPORTS, ROPE, CANDLESTICK, TRAIN, PRACTICE, WRENCH","[['DRILL', 'PRACTICE', 'STUDY', 'TRAIN'], ['HOSE', 'PIPE', 'STRAW', 'TUBE'], ['CANDLESTICK', 'KNIFE', 'ROPE', 'WRENCH'], ['CIGARETTE', 'BIKE', 'TICKET', 'SPORTS']]","WAYS TO PREPARE - ['DRILL', 'PRACTICE', 'STUDY', 'TRAIN']
HOLLOW CYLINDERS - ['HOSE', 'PIPE', 'STRAW', 'TUBE']
WEAPONS IN THE GAME CLUE - ['CANDLESTICK', 'KNIFE', 'ROPE', 'WRENCH']
“E-” THINGS - ['CIGARETTE', 'BIKE', 'TICKET', 'SPORTS']"
"TRILOGY, STABLE, LEVEL, SPIT, BICYCLE, LANCE, SKEWER, STEADY, SPIN, PIN, PITCHFORK, EVEN, BILLBOARD, UNIFORM, QUADRANT, ROLLING STONE","[['EVEN', 'LEVEL', 'STABLE', 'STEADY'], ['LANCE', 'PIN', 'SKEWER', 'SPIT'], ['BILLBOARD', 'PITCHFORK', 'ROLLING STONE', 'SPIN'], ['UNIFORM', 'BICYCLE', 'TRILOGY', 'QUADRANT']]","UNCHANGING - ['EVEN', 'LEVEL', 'STABLE', 'STEADY']
LONG, SHARP OBJECTS - ['LANCE', 'PIN', 'SKEWER', 'SPIT']
MUSIC PUBLICATIONS - ['BILLBOARD', 'PITCHFORK', 'ROLLING STONE', 'SPIN']
WORDS WITH NUMERICAL PREFIXES - ['UNIFORM', 'BICYCLE', 'TRILOGY', 'QUADRANT']"
"STOCK, BOND, ICE, SUGAR, HERRING, PLATTER, WAX, BOUILLON, DIE, OPTION, SOUP, VINYL, WISH, CD, FUNNY, LP","[['BOND', 'CD', 'OPTION', 'STOCK'], ['LP', 'PLATTER', 'VINYL', 'WAX'], ['BOUILLON', 'DIE', 'ICE', 'SUGAR'], ['FUNNY', 'HERRING', 'SOUP', 'WISH']]","INVESTMENTS - ['BOND', 'CD', 'OPTION', 'STOCK']
TERMS FOR RECORDS - ['LP', 'PLATTER', 'VINYL', 'WAX']
CUBE-SHAPED - ['BOUILLON', 'DIE', 'ICE', 'SUGAR']
WORDS THAT GO WITH “BONE” - ['FUNNY', 'HERRING', 'SOUP', 'WISH']"
"WING, SING, WORD, SQUEAL, SURFACE, RAT, CHIME, SNITCH, EDGE, BING, PING, CAMP, DIVISION, DING, FACTION, RING","[['CHIME', 'DING', 'PING', 'RING'], ['RAT', 'SING', 'SNITCH', 'SQUEAL'], ['CAMP', 'DIVISION', 'FACTION', 'WING'], ['BING', 'EDGE', 'SURFACE', 'WORD']]","DIGITAL NOTIFICATION SOUNDS - ['CHIME', 'DING', 'PING', 'RING']
TATTLE - ['RAT', 'SING', 'SNITCH', 'SQUEAL']
GROUP WITHIN A GROUP - ['CAMP', 'DIVISION', 'FACTION', 'WING']
MICROSOFT PRODUCTS - ['BING', 'EDGE', 'SURFACE', 'WORD']"
"SEE-SAW, BREEZE, YO-YO, MARY, CURLY, TOWEL, SHOESTRING, WAFFLE, WAVER, HEDGE, SUNSCREEN, UMBRELLA, WEDGE, MULE, FLIP-FLOP, RUSSIAN","[['FLIP-FLOP', 'SUNSCREEN', 'TOWEL', 'UMBRELLA'], ['CURLY', 'SHOESTRING', 'WAFFLE', 'WEDGE'], ['HEDGE', 'SEE-SAW', 'WAVER', 'YO-YO'], ['BREEZE', 'MARY', 'MULE', 'RUSSIAN']]","BROUGHT TO THE BEACH - ['FLIP-FLOP', 'SUNSCREEN', 'TOWEL', 'UMBRELLA']
TYPES OF FRENCH FRIES - ['CURLY', 'SHOESTRING', 'WAFFLE', 'WEDGE']
EQUIVOCATE - ['HEDGE', 'SEE-SAW', 'WAVER', 'YO-YO']
SECOND WORDS OF VODKA COCKTAILS - ['BREEZE', 'MARY', 'MULE', 'RUSSIAN']"
"FORWARD, SEND, SERIAL, WTF, BLACK, UP FIRST, SLEEP, EXERCISE, RADIOLAB, FRESH AIR, SKETCH, DIVINE, DIET, PROP, COMPOSE, REPLY ALL","[['DIET', 'EXERCISE', 'FRESH AIR', 'SLEEP'], ['COMPOSE', 'FORWARD', 'REPLY ALL', 'SEND'], ['RADIOLAB', 'SERIAL', 'UP FIRST', 'WTF'], ['BLACK', 'DIVINE', 'PROP', 'SKETCH']]","DOCTORS’ ORDERS - ['DIET', 'EXERCISE', 'FRESH AIR', 'SLEEP']
EMAIL ACTIONS - ['COMPOSE', 'FORWARD', 'REPLY ALL', 'SEND']
PODCASTS - ['RADIOLAB', 'SERIAL', 'UP FIRST', 'WTF']
___ COMEDY - ['BLACK', 'DIVINE', 'PROP', 'SKETCH']"
"CLUB, AXE, QUICK, DEGREE, MACE, SWORD, DILL, SHARP, OLD SPICE, BRIGHT, NUTMEG, SPEAR, SAGE, ANISE, SECRET, SMART","[['ANISE', 'DILL', 'NUTMEG', 'SAGE'], ['BRIGHT', 'QUICK', 'SHARP', 'SMART'], ['AXE', 'DEGREE', 'OLD SPICE', 'SECRET'], ['CLUB', 'MACE', 'SPEAR', 'SWORD']]","SPICES - ['ANISE', 'DILL', 'NUTMEG', 'SAGE']
INTELLIGENT - ['BRIGHT', 'QUICK', 'SHARP', 'SMART']
DEODORANTS - ['AXE', 'DEGREE', 'OLD SPICE', 'SECRET']
MEDIEVAL WEAPONS - ['CLUB', 'MACE', 'SPEAR', 'SWORD']"
"ROOM, THIN, GRIP, SPARE, LENS, DOLLY, BALL, LIFE, RIOT, SHORT, KICK, BLAST, TRIPOD, BOOM, LIGHT, CLUE","[['LIGHT', 'SHORT', 'SPARE', 'THIN'], ['BALL', 'BLAST', 'KICK', 'RIOT'], ['BOOM', 'DOLLY', 'LENS', 'TRIPOD'], ['CLUE', 'GRIP', 'LIFE', 'ROOM']]","SPARSE/LACKING - ['LIGHT', 'SHORT', 'SPARE', 'THIN']
FUN TIME - ['BALL', 'BLAST', 'KICK', 'RIOT']
FILMMAKING EQUIPMENT - ['BOOM', 'DOLLY', 'LENS', 'TRIPOD']
“GET A ___!” - ['CLUE', 'GRIP', 'LIFE', 'ROOM']"
"PLAYER, FORD, GM, SEMI, LINCOLN, AUTO, COACH, GRANT, SUB, WILSON, JAGUAR, HONDA, SCOUT, SUBARU, POST, BMW","[['FORD', 'GRANT', 'LINCOLN', 'WILSON'], ['COACH', 'GM', 'PLAYER', 'SCOUT'], ['BMW', 'HONDA', 'JAGUAR', 'SUBARU'], ['AUTO', 'POST', 'SEMI', 'SUB']]","PRESIDENTS - ['FORD', 'GRANT', 'LINCOLN', 'WILSON']
SPORTS PROFESSIONALS - ['COACH', 'GM', 'PLAYER', 'SCOUT']
CAR COMPANIES - ['BMW', 'HONDA', 'JAGUAR', 'SUBARU']
COMMON PREFIXES - ['AUTO', 'POST', 'SEMI', 'SUB']"
"STAMP, SENTENCE, FEATURE, LETTER, CARD, PARAGRAPH, CUTUP, TRAIT, BOOK, WORD, CLOWN, HALLMARK, TABLE, TREE, JOKER, TEA","[['LETTER', 'PARAGRAPH', 'SENTENCE', 'WORD'], ['FEATURE', 'HALLMARK', 'STAMP', 'TRAIT'], ['CARD', 'CLOWN', 'CUTUP', 'JOKER'], ['BOOK', 'TABLE', 'TEA', 'TREE']]","UNIT OF LANGUAGE - ['LETTER', 'PARAGRAPH', 'SENTENCE', 'WORD']
TRADEMARK - ['FEATURE', 'HALLMARK', 'STAMP', 'TRAIT']
FUNNY PERSON - ['CARD', 'CLOWN', 'CUTUP', 'JOKER']
THINGS WITH LEAVES - ['BOOK', 'TABLE', 'TEA', 'TREE']"
"RED, CARPENTER, VOILA, SURPRISE, WIN, TADA, PRESTO, BEHOLD, FEAR, ANGER, ADAM, HAPPINESS, LAND, FIRE, SECURE, GET","[['ANGER', 'FEAR', 'HAPPINESS', 'SURPRISE'], ['BEHOLD', 'PRESTO', 'TADA', 'VOILA'], ['GET', 'LAND', 'SECURE', 'WIN'], ['ADAM', 'CARPENTER', 'FIRE', 'RED']]","BASIC EMOTIONS - ['ANGER', 'FEAR', 'HAPPINESS', 'SURPRISE']
BIT OF VOCAL FANFARE - ['BEHOLD', 'PRESTO', 'TADA', 'VOILA']
OBTAIN - ['GET', 'LAND', 'SECURE', 'WIN']
___ ANT - ['ADAM', 'CARPENTER', 'FIRE', 'RED']"
"OUI, WE, O, DA, OK, HAI, ICK, WEE, EW, US, UGH, SI, PU, WII, W, JA","[['EW', 'ICK', 'PU', 'UGH'], ['O', 'OK', 'US', 'W'], ['HAI', 'JA', 'SI', 'DA'], ['OUI', 'WE', 'WEE', 'WII']]","“GROSS!” - ['EW', 'ICK', 'PU', 'UGH']
MAGAZINES - ['O', 'OK', 'US', 'W']
“YES” IN DIFFERENT LANGUAGES - ['HAI', 'JA', 'SI', 'DA']
HOMOPHONES - ['OUI', 'WE', 'WEE', 'WII']"
"BULL, WHITE, FISH, DIRECT, STEER, DANE, GUIDE, MOOSE, SEAL, LAKE, LEAD, BUFFALO, ROT, DEER, HOGWASH, NONSENSE","[['BULL', 'HOGWASH', 'NONSENSE', 'ROT'], ['DIRECT', 'GUIDE', 'LEAD', 'STEER'], ['BUFFALO', 'DEER', 'FISH', 'MOOSE'], ['DANE', 'LAKE', 'SEAL', 'WHITE']]","BALDERDASH - ['BULL', 'HOGWASH', 'NONSENSE', 'ROT']
HELM - ['DIRECT', 'GUIDE', 'LEAD', 'STEER']
SINGLE/PLURAL ANIMALS - ['BUFFALO', 'DEER', 'FISH', 'MOOSE']
GREAT ___ - ['DANE', 'LAKE', 'SEAL', 'WHITE']"
"PLANKS, TAYLOR, BANKS, BEST, MOSS, NATS, CARDS, CHEERS, THANKS, REGARDS, JAYS, LUNGES, YANKS, SQUATS, WARREN, DIPS","[['DIPS', 'LUNGES', 'PLANKS', 'SQUATS'], ['BEST', 'CHEERS', 'REGARDS', 'THANKS'], ['CARDS', 'JAYS', 'NATS', 'YANKS'], ['BANKS', 'MOSS', 'TAYLOR', 'WARREN']]","BODYWEIGHT EXERCISES - ['DIPS', 'LUNGES', 'PLANKS', 'SQUATS']
EMAIL SIGN-OFFS - ['BEST', 'CHEERS', 'REGARDS', 'THANKS']
M.L.B. TEAMS, FOR SHORT - ['CARDS', 'JAYS', 'NATS', 'YANKS']
ELIZABETHS (AND ONE ELISABETH) - ['BANKS', 'MOSS', 'TAYLOR', 'WARREN']"
"BLUFF, CLIFF, RIDGE, PEEK, CRAG, PIQUE, FRONT, PEKE, GLANCE, CHARADE, ACT, GANDER, GLIMPSE, LOOK, PEAK, LEDGE","[['GANDER', 'GLANCE', 'GLIMPSE', 'LOOK'], ['ACT', 'BLUFF', 'CHARADE', 'FRONT'], ['CLIFF', 'CRAG', 'LEDGE', 'RIDGE'], ['PEAK', 'PEEK', 'PEKE', 'PIQUE']]","QUICK PEEK - ['GANDER', 'GLANCE', 'GLIMPSE', 'LOOK']
DECEIT - ['ACT', 'BLUFF', 'CHARADE', 'FRONT']
PARTS OF A MOUNTAIN - ['CLIFF', 'CRAG', 'LEDGE', 'RIDGE']
HOMOPHONES - ['PEAK', 'PEEK', 'PEKE', 'PIQUE']"
"EARTH, LABOR, GRAND, MAY, TREAD, CREATION, AUGUST, START, STRIDE, MARCH, STEP, GROUNDHOG, BIRTH, REGAL, NOBLE, DAWN","[['BIRTH', 'CREATION', 'DAWN', 'START'], ['AUGUST', 'GRAND', 'NOBLE', 'REGAL'], ['MARCH', 'STEP', 'STRIDE', 'TREAD'], ['EARTH', 'GROUNDHOG', 'LABOR', 'MAY']]","ONSET - ['BIRTH', 'CREATION', 'DAWN', 'START']
VENERABLE - ['AUGUST', 'GRAND', 'NOBLE', 'REGAL']
WALK - ['MARCH', 'STEP', 'STRIDE', 'TREAD']
___ DAY HOLIDAYS - ['EARTH', 'GROUNDHOG', 'LABOR', 'MAY']"
"BABOON, MIRROR, LAMA, MANGO, GORILLA, PARROT, PASTOR, MIME, MINT, BONOBO, GIBBON, TOMATO, APE, CARDINAL, TAMARIND, MONK","[['CARDINAL', 'LAMA', 'MONK', 'PASTOR'], ['BABOON', 'BONOBO', 'GIBBON', 'GORILLA'], ['MANGO', 'MINT', 'TAMARIND', 'TOMATO'], ['APE', 'MIME', 'MIRROR', 'PARROT']]","RELIGIOUS FIGURES - ['CARDINAL', 'LAMA', 'MONK', 'PASTOR']
PRIMATES - ['BABOON', 'BONOBO', 'GIBBON', 'GORILLA']
CHUTNEY VARIETIES - ['MANGO', 'MINT', 'TAMARIND', 'TOMATO']
IMITATE - ['APE', 'MIME', 'MIRROR', 'PARROT']"
"HOT, WORM, TUSK, HIP, LEECH, FLOSS, FANG, CHIC, STRAW, IN, MOLAR, ROBOT, VACUUM, VAMPIRE, CANINE, VOGUE","[['CANINE', 'FANG', 'MOLAR', 'TUSK'], ['CHIC', 'HIP', 'HOT', 'IN'], ['FLOSS', 'ROBOT', 'VOGUE', 'WORM'], ['LEECH', 'STRAW', 'VACUUM', 'VAMPIRE']]","TYPES OF TEETH - ['CANINE', 'FANG', 'MOLAR', 'TUSK']
FASHIONABLE - ['CHIC', 'HIP', 'HOT', 'IN']
DANCE MOVES - ['FLOSS', 'ROBOT', 'VOGUE', 'WORM']
THINGS THAT SUCK - ['LEECH', 'STRAW', 'VACUUM', 'VAMPIRE']"
"SCARF, CANYON, CRAVEN, APPLE, GORGE, GULCH, QUEEN, WOLF, CLARK, CHEN, GULP, MIRROR, PASS, COWL, RAVINE, BASHFUL","[['CANYON', 'GULCH', 'PASS', 'RAVINE'], ['GORGE', 'GULP', 'SCARF', 'WOLF'], ['APPLE', 'BASHFUL', 'MIRROR', 'QUEEN'], ['CHEN', 'CLARK', 'COWL', 'CRAVEN']]","AREAS BETWEEN MOUNTAINS AND HILLS - ['CANYON', 'GULCH', 'PASS', 'RAVINE']
EAT VORACIOUSLY - ['GORGE', 'GULP', 'SCARF', 'WOLF']
FEATURED IN “SNOW WHITE” - ['APPLE', 'BASHFUL', 'MIRROR', 'QUEEN']
“C” + BIRD - ['CHEN', 'CLARK', 'COWL', 'CRAVEN']"
"TURNOVER, PARFAIT, RAGOUT, RAPPORT, POLAND, TART, TUNISIA, TURKEY, BIRD, CURRY, PIE, PASTY, BOUQUET, JAMES, JAPAN, JORDAN","[['PASTY', 'PIE', 'TART', 'TURNOVER'], ['BOUQUET', 'PARFAIT', 'RAGOUT', 'RAPPORT'], ['JAPAN', 'POLAND', 'TUNISIA', 'TURKEY'], ['BIRD', 'CURRY', 'JAMES', 'JORDAN']]","FOODS WITH CRUSTS - ['PASTY', 'PIE', 'TART', 'TURNOVER']
ENDING IN A SILENT “T” - ['BOUQUET', 'PARFAIT', 'RAGOUT', 'RAPPORT']
COUNTRIES WITH RED AND WHITE FLAGS - ['JAPAN', 'POLAND', 'TUNISIA', 'TURKEY']
N.B.A. GREATS - ['BIRD', 'CURRY', 'JAMES', 'JORDAN']"
"MOUSE, SURVIVOR, ROAST, PAN, CHOPPED, KNOCK, JAGUAR, MAXI, ALONE, SLAM, RAM, BACHELOR, LILY, FIAT, CATFISH, MINI","[['KNOCK', 'PAN', 'ROAST', 'SLAM'], ['ALONE', 'CATFISH', 'CHOPPED', 'SURVIVOR'], ['FIAT', 'JAGUAR', 'MINI', 'RAM'], ['BACHELOR', 'LILY', 'MAXI', 'MOUSE']]","CRITICIZE - ['KNOCK', 'PAN', 'ROAST', 'SLAM']
REALITY SHOWS - ['ALONE', 'CATFISH', 'CHOPPED', 'SURVIVOR']
CAR BRANDS - ['FIAT', 'JAGUAR', 'MINI', 'RAM']
___ PAD - ['BACHELOR', 'LILY', 'MAXI', 'MOUSE']"
"NOON, SECRET, QUANTITY, AMOUNT, HIDDEN, CHANNEL, VOLUME, 96, PRIVATE, REMOTE, NUMBER, MOW, SIS, SOUND, CANAL, STRAIT","[['HIDDEN', 'PRIVATE', 'REMOTE', 'SECRET'], ['AMOUNT', 'NUMBER', 'QUANTITY', 'VOLUME'], ['CANAL', 'CHANNEL', 'SOUND', 'STRAIT'], ['96', 'MOW', 'NOON', 'SIS']]","SECLUDED - ['HIDDEN', 'PRIVATE', 'REMOTE', 'SECRET']
AGGREGATE SIZE - ['AMOUNT', 'NUMBER', 'QUANTITY', 'VOLUME']
BODIES OF WATER - ['CANAL', 'CHANNEL', 'SOUND', 'STRAIT']
READS THE SAME ROTATED 180° - ['96', 'MOW', 'NOON', 'SIS']"
"INTEREST, CHOP, PULSE, STOCK, EQUITY, PUREE, LITTLE, JUSTICE, CAPITAL, TOWN, CITY, COUNTY, VILLAGE, GRIND, IVY, PREMIER","[['CITY', 'COUNTY', 'TOWN', 'VILLAGE'], ['CHOP', 'GRIND', 'PULSE', 'PUREE'], ['CAPITAL', 'EQUITY', 'INTEREST', 'STOCK'], ['IVY', 'JUSTICE', 'LITTLE', 'PREMIER']]","MUNICIPALITIES - ['CITY', 'COUNTY', 'TOWN', 'VILLAGE']
BLENDER BUTTONS - ['CHOP', 'GRIND', 'PULSE', 'PUREE']
FINANCIAL TERMS - ['CAPITAL', 'EQUITY', 'INTEREST', 'STOCK']
___ LEAGUE - ['IVY', 'JUSTICE', 'LITTLE', 'PREMIER']"
"SING, SODA, COUNT, TAPE, HUM, STICK, GROSS, TOTAL, RUM, MINT, SCAT, WHISTLE, LIME, GLUE, GUM, SUM","[['HUM', 'SING', 'SCAT', 'WHISTLE'], ['COUNT', 'GROSS', 'SUM', 'TOTAL'], ['LIME', 'MINT', 'RUM', 'SODA'], ['GLUE', 'GUM', 'TAPE', 'STICK']]","CARRY A TUNE - ['HUM', 'SING', 'SCAT', 'WHISTLE']
WHOLE AMOUNT - ['COUNT', 'GROSS', 'SUM', 'TOTAL']
MOJITO INGREDIENTS - ['LIME', 'MINT', 'RUM', 'SODA']
THINGS THAT ARE “STICKY” - ['GLUE', 'GUM', 'TAPE', 'STICK']"
"BAR, STUDY, KITCHEN, DEN, ISLAND, BAG, COUNTER, KEY, BEDROOM, JAM, STUFF, SPROUT, ATOLL, PACK, DIP, CRAM","[['BEDROOM', 'DEN', 'KITCHEN', 'STUDY'], ['ATOLL', 'BAR', 'ISLAND', 'KEY'], ['CRAM', 'JAM', 'PACK', 'STUFF'], ['BAG', 'COUNTER', 'DIP', 'SPROUT']]","ROOMS IN A HOUSE - ['BEDROOM', 'DEN', 'KITCHEN', 'STUDY']
LAND SURROUNDED BY WATER - ['ATOLL', 'BAR', 'ISLAND', 'KEY']
FILL TO EXCESS - ['CRAM', 'JAM', 'PACK', 'STUFF']
BEAN ___ - ['BAG', 'COUNTER', 'DIP', 'SPROUT']"
"COME, DOWN, HARP, ORGAN, BALL, HORN, BASS, TOE, HEEL, SOLE, JERK, SIT, ARCH, DOG, STAY, SNAKE","[['ARCH', 'BALL', 'SOLE', 'TOE'], ['BASS', 'HARP', 'HORN', 'ORGAN'], ['COME', 'DOWN', 'SIT', 'STAY'], ['DOG', 'HEEL', 'JERK', 'SNAKE']]","FOOT PARTS - ['ARCH', 'BALL', 'SOLE', 'TOE']
MUSICAL INSTRUMENTS - ['BASS', 'HARP', 'HORN', 'ORGAN']
DOG COMMANDS - ['COME', 'DOWN', 'SIT', 'STAY']
BADDIE - ['DOG', 'HEEL', 'JERK', 'SNAKE']"
"BIRDS, DUCK, STRING, WATSON, NOTORIOUS, ROPE, REBECCA, SKIRT, ROBIN, CREAM, GOOSE, HOBBES, COTTAGE, SAY, DODGE, ESCAPE","[['DODGE', 'DUCK', 'ESCAPE', 'SKIRT'], ['BIRDS', 'NOTORIOUS', 'REBECCA', 'ROPE'], ['GOOSE', 'HOBBES', 'ROBIN', 'WATSON'], ['COTTAGE', 'CREAM', 'SAY', 'STRING']]","AVOID - ['DODGE', 'DUCK', 'ESCAPE', 'SKIRT']
HITCHCOCK MOVIES - ['BIRDS', 'NOTORIOUS', 'REBECCA', 'ROPE']
SIDEKICKS - ['GOOSE', 'HOBBES', 'ROBIN', 'WATSON']
___ CHEESE - ['COTTAGE', 'CREAM', 'SAY', 'STRING']"
"TAKE, CUT, WAX, SOCKET, MARKET, CRESCENT, TWEEZE, SHAVE, ALLEN, STORE, THREAD, MALL, PIECE, SHARE, MONKEY, OUTLET","[['MALL', 'MARKET', 'OUTLET', 'STORE'], ['SHAVE', 'THREAD', 'TWEEZE', 'WAX'], ['CUT', 'PIECE', 'SHARE', 'TAKE'], ['ALLEN', 'CRESCENT', 'MONKEY', 'SOCKET']]","PLACES TO SHOP - ['MALL', 'MARKET', 'OUTLET', 'STORE']
WAYS TO REMOVE HAIR - ['SHAVE', 'THREAD', 'TWEEZE', 'WAX']
PORTION OF PROFIT - ['CUT', 'PIECE', 'SHARE', 'TAKE']
KINDS OF WRENCHES - ['ALLEN', 'CRESCENT', 'MONKEY', 'SOCKET']"
"TRAFFIC, HOOP, PEARL, CAP, LIMIT, BASKET, RING, CURB, HAMPER, BIN, CIRCLE, BAND, CHEST, NBA, PAPER, CHECK","[['BASKET', 'BIN', 'CHEST', 'HAMPER'], ['BAND', 'CIRCLE', 'HOOP', 'RING'], ['CAP', 'CHECK', 'CURB', 'LIMIT'], ['NBA', 'PAPER', 'PEARL', 'TRAFFIC']]","CONTAINERS - ['BASKET', 'BIN', 'CHEST', 'HAMPER']
CIRCULAR SHAPES - ['BAND', 'CIRCLE', 'HOOP', 'RING']
RESTRICT - ['CAP', 'CHECK', 'CURB', 'LIMIT']
___ JAM - ['NBA', 'PAPER', 'PEARL', 'TRAFFIC']"
"FIRE, SONIC, GAS, COUPLE, HEARD, ELECTRIC, AUDITORY, TIE, WATER, AMP, HYPE, CABLE, ACOUSTIC, PUMP, LINK, HITCH","[['CABLE', 'ELECTRIC', 'GAS', 'WATER'], ['ACOUSTIC', 'AUDITORY', 'HEARD', 'SONIC'], ['COUPLE', 'HITCH', 'LINK', 'TIE'], ['AMP', 'FIRE', 'HYPE', 'PUMP']]","MONTHLY BILLS - ['CABLE', 'ELECTRIC', 'GAS', 'WATER']
RELATED TO SOUND/HEARING - ['ACOUSTIC', 'AUDITORY', 'HEARD', 'SONIC']
CONNECT - ['COUPLE', 'HITCH', 'LINK', 'TIE']
EXCITE, WITH “UP” - ['AMP', 'FIRE', 'HYPE', 'PUMP']"
"LETTUCE, NICK, LOCK, GUARANTEE, CHIP, SCRATCH, LOAF, MARK, ROLL, STATE, SECURE, BUN, HAIR, STEAM, CLINCH, BAGUETTE","[['BAGUETTE', 'BUN', 'LOAF', 'ROLL'], ['CLINCH', 'GUARANTEE', 'LOCK', 'SECURE'], ['CHIP', 'MARK', 'NICK', 'SCRATCH'], ['HAIR', 'LETTUCE', 'STATE', 'STEAM']]","UNIT OF BREAD - ['BAGUETTE', 'BUN', 'LOAF', 'ROLL']
ASSURE, AS A WIN - ['CLINCH', 'GUARANTEE', 'LOCK', 'SECURE']
SMALL IMPERFECTION - ['CHIP', 'MARK', 'NICK', 'SCRATCH']
HEAD OF ___ - ['HAIR', 'LETTUCE', 'STATE', 'STEAM']"
